2019-04-07 21:12:12,417  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:12:13,036  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:12:13,074  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:12:13,140  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:12:13,163  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:12:13,224  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:12:13,244  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:12:13,493  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:12:13,525  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:12:13,593  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:12:13,610  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:12:13,633  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:12:13,694  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:12:14,048  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:12:14,079  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:12:14,135  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:12:14,166  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:12:14,192  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:12:14,253  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:12:14,607  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:12:14,664  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:12:14,736  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:12:14,758  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:12:14,816  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:12:14,849  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:12:15,147  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'emailid')]
